Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
FEN1	ENSG00000168496.3	12.590	2.900	1.801	7.26e-62
RNF181	ENSG00000168894.9	192.417	83.178	1.200	5.57e-67
VAMP5	ENSG00000168899.4	90.880	33.767	1.402	1.87e-43
PPIC	ENSG00000168938.5	23.640	11.080	1.028	2.60e-31
STXBP6	ENSG00000168952.15	6.170	1.340	1.615	9.91e-40
LGALS9	ENSG00000168961.16	20.790	8.120	1.257	1.77e-17
SLC25A6	ENSG00000169100.12	110.063	52.654	1.050	5.00e-32
NSMCE1	ENSG00000169189.16	51.610	24.375	1.052	2.32e-56
RP11-231C14.4	ENSG00000169203.16	6.940	27.937	-1.866	3.68e-16
LMAN2	ENSG00000169223.14	226.866	97.544	1.209	4.84e-65
SLC50A1	ENSG00000169241.17	65.289	24.135	1.399	1.38e-50
NPIPB3	ENSG00000169246.16	8.820	24.769	-1.392	1.05e-7
PTK2	ENSG00000169398.19	22.721	9.610	1.161	3.37e-38
SDC2	ENSG00000169439.11	176.557	68.859	1.346	1.43e-24
FAM103A1	ENSG00000169612.3	15.700	7.285	1.011	9.60e-51
SPNS1	ENSG00000169682.17	31.600	13.335	1.185	4.26e-64
FASN	ENSG00000169710.6	217.896	108.112	1.004	2.11e-8
MT1E	ENSG00000169715.14	86.228	797.532	-3.194	1.59e-32
RAC3	ENSG00000169750.8	14.470	6.250	1.093	3.17e-22
ROBO1	ENSG00000169855.19	9.190	1.070	2.299	1.09e-32
MUC3A	ENSG00000169894.17	1.620	5.130	-1.226	5.18e-4
TM4SF4	ENSG00000169903.6	430.001	95.683	2.156	2.86e-18
TM4SF1	ENSG00000169908.10	41.469	14.024	1.499	5.03e-16
HNRNPA3	ENSG00000170144.18	124.077	57.412	1.098	4.79e-50
GLB1	ENSG00000170266.15	33.079	15.252	1.068	3.66e-39
FABP4	ENSG00000170323.8	7.470	2.645	1.216	2.62e-10
FOS	ENSG00000170345.9	15.560	80.208	-2.294	5.31e-30
HSD17B13	ENSG00000170509.11	6.730	74.827	-3.294	2.68e-16
PA2G4	ENSG00000170515.13	52.570	23.560	1.125	6.70e-46
NUDCD2	ENSG00000170584.10	15.300	6.895	1.046	8.99e-32
HSPA4	ENSG00000170606.13	68.029	27.190	1.292	1.13e-52
SYT9	ENSG00000170743.16	0.010	1.260	-1.162	8.39e-44
GSTA4	ENSG00000170899.10	18.010	6.855	1.275	2.86e-28
TPT1-AS1	ENSG00000170919.15	3.420	8.050	-1.034	1.23e-12
ZNF160	ENSG00000170949.17	1.910	4.945	-1.031	1.05e-15
FPR1	ENSG00000171051.8	0.530	2.290	-1.105	7.81e-18
LRG1	ENSG00000171236.9	121.229	339.166	-1.477	1.29e-15
KCND3	ENSG00000171385.9	0.840	3.235	-1.203	7.35e-28
KRT13	ENSG00000171401.14	0.000	2.740	-1.903	6.91e-36
ZNF581	ENSG00000171425.9	9.690	4.230	1.031	1.32e-44
MCC	ENSG00000171444.17	1.220	3.825	-1.120	2.64e-38
ETFDH	ENSG00000171503.11	27.810	58.846	-1.055	2.86e-33
FGB	ENSG00000171564.11	3258.516	6850.767	-1.072	1.51e-9
RP11-443P15.2	ENSG00000171658.8	1.780	0.020	1.447	1.02e-27
LGALS4	ENSG00000171747.8	224.270	46.120	2.257	2.48e-6
RHNO1	ENSG00000171792.10	6.630	1.770	1.462	2.76e-52
RRM2	ENSG00000171848.13	9.260	0.595	2.685	1.36e-50
RPS21	ENSG00000171858.17	1270.692	486.517	1.383	9.69e-56
RPS7	ENSG00000171863.12	895.903	394.121	1.183	1.42e-54
PPIH	ENSG00000171960.10	16.360	6.630	1.186	8.15e-51
QARS	ENSG00000172053.14	101.447	45.099	1.152	6.28e-61
MRPL13	ENSG00000172172.7	47.431	19.640	1.230	8.48e-57
ISG20	ENSG00000172183.14	19.960	9.170	1.043	7.63e-16
STARD5	ENSG00000172345.13	6.450	19.359	-1.450	3.13e-42
TTC36	ENSG00000172425.10	4.000	63.260	-3.684	2.66e-42
MYEOV2	ENSG00000172428.10	94.693	41.148	1.183	1.77e-53
FIBP	ENSG00000172500.12	36.801	17.760	1.011	8.92e-57
RPL38	ENSG00000172809.12	1230.730	457.934	1.424	8.63e-66
MIR4435-2HG	ENSG00000172965.14	33.100	4.450	2.645	4.40e-53
TRMT112	ENSG00000173113.6	215.358	83.786	1.352	3.43e-75
MTX1	ENSG00000173171.14	58.838	20.895	1.450	1.55e-82
SNCG	ENSG00000173267.13	6.780	1.720	1.516	1.21e-23
PPP1R3B	ENSG00000173281.4	10.710	24.785	-1.139	9.18e-19
NAA20	ENSG00000173418.11	71.858	29.014	1.279	1.48e-58
SAA1	ENSG00000173432.10	287.157	4468.423	-3.955	3.44e-23
MST1	ENSG00000173531.15	205.486	472.132	-1.196	7.93e-24
SULT1B1	ENSG00000173597.8	1.050	3.175	-1.026	2.81e-14
UQCRH	ENSG00000173660.11	217.594	83.829	1.366	1.14e-57
MUC13	ENSG00000173702.7	5.820	0.220	2.483	6.99e-25
TOMM20	ENSG00000173726.10	65.871	21.944	1.543	3.13e-69
SPTBN2	ENSG00000173898.11	8.040	18.735	-1.126	2.26e-16
PHLDA3	ENSG00000174307.6	6.770	2.530	1.138	4.69e-10
PODN	ENSG00000174348.13	1.390	3.865	-1.025	7.70e-11
EXO1	ENSG00000174371.16	1.810	0.100	1.353	1.41e-45
RPL4	ENSG00000174444.14	1141.566	557.933	1.032	2.02e-40
RPL15	ENSG00000174748.18	755.139	377.046	1.000	1.90e-44
HRAS	ENSG00000174775.16	32.271	15.190	1.039	3.00e-48
SEZ6L2	ENSG00000174938.14	2.880	0.205	1.687	3.02e-23
SLC22A1	ENSG00000175003.12	56.102	495.588	-3.120	2.77e-29
UBE2C	ENSG00000175063.16	13.240	0.600	3.154	1.56e-68
MARCKSL1	ENSG00000175130.6	29.070	13.709	1.032	3.51e-18
PSMD2	ENSG00000175166.16	81.480	38.550	1.060	4.01e-29
PHYHD1	ENSG00000175287.18	14.710	34.515	-1.177	9.58e-19
PHYKPL	ENSG00000175309.14	20.569	47.765	-1.177	1.10e-27
UCP2	ENSG00000175567.8	14.850	5.555	1.274	9.18e-13
RMI2	ENSG00000175643.8	3.390	0.470	1.578	1.38e-41
RUVBL1	ENSG00000175792.11	17.349	7.765	1.066	1.18e-37
SFN	ENSG00000175793.11	9.740	0.605	2.742	1.61e-31
ETV4	ENSG00000175832.12	3.970	0.460	1.767	9.97e-26
KBTBD11	ENSG00000176595.3	0.260	2.645	-1.532	7.57e-57
RNF152	ENSG00000176641.10	2.870	7.370	-1.113	7.43e-30
TTTY14	ENSG00000176728.7	0.410	2.950	-1.486	2.34e-5
TYMS	ENSG00000176890.15	16.400	3.050	2.103	2.21e-48
TYMSOS	ENSG00000176912.3	2.580	0.440	1.314	1.16e-36
TALDO1	ENSG00000177156.10	149.955	65.534	1.182	8.91e-51
ZFAS1	ENSG00000177410.12	81.002	27.780	1.511	7.16e-40
ERICH5	ENSG00000177459.10	18.920	3.410	2.175	1.43e-14
RPLP2	ENSG00000177600.8	879.597	343.329	1.355	2.02e-51
GBA	ENSG00000177628.15	73.480	12.610	2.452	2.46e-103
POLR2L	ENSG00000177700.5	155.448	74.780	1.046	6.25e-51
SOX12	ENSG00000177732.7	4.260	1.510	1.067	6.01e-28
MAMDC4	ENSG00000177943.13	2.660	11.405	-1.761	4.27e-16
RPS27	ENSG00000177954.11	3269.149	1428.860	1.193	1.73e-47
IMPDH2	ENSG00000178035.11	67.662	29.130	1.188	2.28e-39
GRAMD1C	ENSG00000178075.19	2.240	5.925	-1.096	1.36e-19
STAP2	ENSG00000178078.11	66.680	31.891	1.041	2.07e-21
EXOSC4	ENSG00000178896.6	41.630	15.195	1.396	1.23e-55
RRS1	ENSG00000179041.3	16.000	4.470	1.636	1.32e-34
MAGED1	ENSG00000179222.17	64.440	31.600	1.005	1.20e-12
HLA-DQB1	ENSG00000179344.16	22.920	5.189	1.950	3.59e-16
LINC00174	ENSG00000179406.6	1.050	3.635	-1.177	4.56e-19
SHARPIN	ENSG00000179526.16	59.272	24.240	1.256	4.45e-61
MAF1	ENSG00000179632.9	56.469	23.510	1.229	1.43e-55
TPPP2	ENSG00000179636.14	0.760	3.525	-1.362	1.01e-29
PUF60	ENSG00000179950.13	112.259	47.770	1.216	3.24e-54
TMEM150B	ENSG00000180061.9	6.440	0.645	2.177	3.44e-36
GREM2	ENSG00000180875.4	0.930	6.410	-1.941	4.38e-16
FAM83H	ENSG00000180921.6	14.960	5.055	1.398	1.52e-39
MRPL14	ENSG00000180992.6	79.710	35.330	1.152	9.91e-59
LSMEM1	ENSG00000181016.9	0.640	3.055	-1.306	5.49e-22
NQO1	ENSG00000181019.12	11.720	1.285	2.477	2.02e-29
NPM1	ENSG00000181163.13	485.355	170.378	1.505	2.36e-47
TMEM45A	ENSG00000181458.10	11.380	32.179	-1.422	4.51e-14
RPL24P4	ENSG00000181524.6	9.020	3.245	1.239	7.20e-36
MRPS23	ENSG00000181610.12	28.859	9.985	1.443	1.07e-47
PHLDA2	ENSG00000181649.5	4.540	1.015	1.459	2.33e-12
SNRPE	ENSG00000182004.12	137.548	38.494	1.811	5.11e-83
RP11-69E11.4	ENSG00000182109.7	0.830	3.935	-1.431	4.93e-20
TDRKH	ENSG00000182134.15	4.090	1.165	1.233	1.56e-35
MRPS16	ENSG00000182180.13	81.452	35.440	1.178	4.09e-69
YBEY	ENSG00000182362.13	17.970	8.190	1.046	9.18e-35
KPNA2	ENSG00000182481.8	28.430	6.310	2.009	1.03e-62
MFSD5	ENSG00000182544.8	14.310	5.980	1.133	6.51e-58
SATB1	ENSG00000182568.16	1.650	4.965	-1.170	2.49e-22
SKA2	ENSG00000182628.12	14.760	6.375	1.096	2.07e-41
RPL35A	ENSG00000182899.14	803.914	353.091	1.185	3.04e-53
SLC25A18	ENSG00000182902.13	21.470	46.775	-1.088	1.48e-13
HMGN4	ENSG00000182952.4	13.390	5.360	1.178	1.88e-18
PYCR1	ENSG00000183010.16	6.320	2.035	1.270	4.77e-11
RABIF	ENSG00000183155.4	6.210	2.225	1.161	5.55e-69
RUVBL2	ENSG00000183207.12	50.822	22.285	1.154	9.46e-65
PLGLB1	ENSG00000183281.14	29.800	74.586	-1.295	1.09e-20
TMEM50A	ENSG00000183726.10	50.779	20.175	1.290	2.01e-54
TRAIP	ENSG00000183763.8	1.870	0.385	1.051	1.16e-40
NUDT14	ENSG00000183828.14	19.940	9.410	1.008	7.68e-22
FAM3B	ENSG00000183844.16	2.720	0.600	1.217	4.04e-11
IQGAP3	ENSG00000183856.10	2.350	0.120	1.581	4.48e-45
UQCR10	ENSG00000184076.12	135.532	66.201	1.023	7.94e-53
NR2C2AP	ENSG00000184162.14	14.330	4.330	1.524	1.09e-71
IRAK1	ENSG00000184216.11	36.750	13.790	1.352	1.22e-39
RPL23AP82	ENSG00000184319.15	9.590	4.100	1.054	1.44e-41
WDR27	ENSG00000184465.15	2.940	8.715	-1.302	8.39e-10
PTP4A3	ENSG00000184489.11	8.630	2.310	1.541	1.56e-32
SOCS3	ENSG00000184557.4	6.840	20.916	-1.483	7.50e-13
NDUFA12	ENSG00000184752.12	82.681	39.890	1.033	1.74e-63
TMED9	ENSG00000184840.11	183.304	91.034	1.002	6.92e-43
IMMP2L	ENSG00000184903.9	17.520	8.165	1.015	8.77e-32
LCN12	ENSG00000184925.11	6.830	17.900	-1.271	7.33e-14
MUC6	ENSG00000184956.15	0.020	1.580	-1.339	2.73e-9
MANEAL	ENSG00000185090.14	9.160	3.035	1.332	1.01e-29
NOMO2	ENSG00000185164.14	83.609	35.690	1.205	5.96e-48
WBP5	ENSG00000185222.7	20.890	9.550	1.053	1.10e-6
UBALD2	ENSG00000185262.8	27.020	12.254	1.080	6.24e-33
IL3RA	ENSG00000185291.10	2.950	0.600	1.304	7.64e-59
SMYD3	ENSG00000185420.18	13.120	3.060	1.798	2.36e-59
PARPBP	ENSG00000185480.11	1.500	0.190	1.071	4.70e-39
OLFML2A	ENSG00000185585.19	1.480	0.175	1.078	1.57e-41
NDUFA4L2	ENSG00000185633.10	14.620	3.170	1.905	4.81e-41
NTF3	ENSG00000185652.11	0.230	2.445	-1.486	1.37e-78
SLC52A2	ENSG00000185803.8	14.780	5.380	1.307	2.94e-44
NPIPB4	ENSG00000185864.16	4.310	16.340	-1.707	4.23e-13
NDUFA13	ENSG00000186010.18	306.702	131.338	1.217	6.06e-60
POLR3C	ENSG00000186141.8	10.380	4.260	1.113	5.62e-43
SLC51B	ENSG00000186198.3	3.870	0.415	1.783	6.74e-27
TOR3A	ENSG00000186283.13	17.179	7.930	1.026	1.02e-27
MST1P2	ENSG00000186301.8	9.950	74.230	-2.780	5.13e-30
RPS23	ENSG00000186468.12	1376.605	648.044	1.086	5.30e-45
MST1L	ENSG00000186715.10	10.360	64.444	-2.526	5.43e-21
MPPED1	ENSG00000186732.13	1.340	5.769	-1.532	5.30e-26
TNFRSF4	ENSG00000186827.10	2.970	0.320	1.589	4.05e-65
NAP1L1	ENSG00000187109.13	87.462	40.215	1.102	1.73e-30
MT1X	ENSG00000187193.8	145.290	1597.997	-3.450	8.62e-43
EPOR	ENSG00000187266.13	2.570	7.270	-1.212	1.33e-17
PTMA	ENSG00000187514.14	508.498	243.570	1.059	1.61e-41
ISG15	ENSG00000187608.8	71.550	30.819	1.189	9.07e-13
HAPLN4	ENSG00000187664.8	0.310	1.810	-1.101	1.90e-25
GABRD	ENSG00000187730.7	1.660	0.060	1.327	1.49e-62
HIST1H1C	ENSG00000187837.3	128.818	48.314	1.396	2.82e-24
PALM3	ENSG00000187867.8	7.610	18.025	-1.144	2.18e-17
TPRG1	ENSG00000188001.9	1.700	4.690	-1.075	2.30e-23
MORN2	ENSG00000188010.12	12.460	5.615	1.025	9.02e-40
LAMTOR4	ENSG00000188186.10	128.079	55.479	1.192	3.09e-57
PLA2G2A	ENSG00000188257.10	23.811	207.166	-3.069	5.77e-7
ZP3	ENSG00000188372.14	2.710	0.660	1.160	1.18e-29
H2AFX	ENSG00000188486.3	14.940	4.970	1.417	8.39e-40
HBA2	ENSG00000188536.12	22.150	162.612	-2.821	4.20e-38
CLN3	ENSG00000188603.16	58.809	19.355	1.555	2.78e-68
SUMO2	ENSG00000188612.11	146.859	49.280	1.556	7.57e-57
IDO2	ENSG00000188676.13	0.110	2.540	-1.673	3.37e-33
PARVB	ENSG00000188677.14	16.310	6.394	1.227	3.72e-13
RBM34	ENSG00000188739.14	44.711	15.919	1.434	4.00e-70
PRELP	ENSG00000188783.5	1.250	4.320	-1.241	4.30e-16
RPL14	ENSG00000188846.13	706.917	314.714	1.165	1.55e-49
NDUFA4	ENSG00000189043.9	120.508	59.309	1.011	1.15e-48
FAM111B	ENSG00000189057.10	1.570	0.090	1.237	5.95e-33
H1F0	ENSG00000189060.5	142.438	60.620	1.219	4.46e-28
HN1	ENSG00000189159.15	64.208	19.065	1.700	8.00e-54
S100A13	ENSG00000189171.13	75.290	27.839	1.403	6.17e-19
FHIT	ENSG00000189283.9	11.090	4.220	1.212	4.78e-39
FAM150B	ENSG00000189292.15	0.130	1.280	-1.013	5.92e-11
FAM180A	ENSG00000189320.8	0.220	3.430	-1.860	4.66e-57
KAZN	ENSG00000189337.15	0.340	1.910	-1.119	1.53e-33
IL1RAP	ENSG00000196083.9	6.410	25.615	-1.845	5.13e-43
KIAA0895L	ENSG00000196123.12	2.040	7.160	-1.424	1.66e-10
HLA-DRB1	ENSG00000196126.10	66.431	27.555	1.240	4.58e-10
SERPINA3	ENSG00000196136.16	370.748	888.913	-1.259	9.53e-13
S100A4	ENSG00000196154.11	29.250	13.083	1.103	9.94e-12
HRCT1	ENSG00000196196.2	4.340	0.480	1.851	2.27e-36
TUBB	ENSG00000196230.12	207.015	88.763	1.212	3.10e-32
PPIA	ENSG00000196262.13	1363.405	530.680	1.360	1.65e-75
EVL	ENSG00000196405.12	25.860	54.749	-1.054	8.84e-15
XRCC6	ENSG00000196419.12	110.598	53.725	1.028	4.22e-48
ZNF775	ENSG00000196456.8	8.490	3.350	1.125	1.01e-34
MYL6B	ENSG00000196465.10	27.219	9.079	1.485	1.42e-52
NACA	ENSG00000196531.10	953.903	425.790	1.162	3.21e-62
MME	ENSG00000196549.10	0.910	7.135	-2.091	2.01e-6
LINC00238	ENSG00000196553.13	0.190	3.295	-1.852	2.37e-34
TOMM7	ENSG00000196683.10	327.397	128.181	1.346	3.43e-57
PDXDC2P	ENSG00000196696.12	2.910	11.375	-1.662	3.44e-20
HLA-DQA1	ENSG00000196735.11	12.490	3.505	1.582	1.17e-9
GM2A	ENSG00000196743.8	16.000	4.965	1.511	1.23e-64
ZNF585A	ENSG00000196967.10	5.720	2.155	1.091	7.45e-34
LAGE3	ENSG00000196976.6	36.590	11.005	1.647	2.33e-67
FAM163B	ENSG00000196990.8	0.090	2.415	-1.648	2.16e-47
SRC	ENSG00000197122.11	8.850	3.365	1.174	1.05e-12
SND1	ENSG00000197157.10	82.521	38.050	1.097	2.44e-57
MRPL21	ENSG00000197345.12	61.230	29.245	1.041	5.43e-45
OGDHL	ENSG00000197444.9	18.450	41.286	-1.120	1.77e-17
PDGFA	ENSG00000197461.13	9.080	1.965	1.765	1.02e-27
NMB	ENSG00000197696.9	3.430	0.835	1.272	8.27e-32
S100A10	ENSG00000197747.8	241.168	54.345	2.129	2.01e-41
RPL37A	ENSG00000197756.9	2021.064	985.047	1.036	9.48e-37
GPAA1	ENSG00000197858.10	115.511	39.639	1.520	7.85e-66
UGT2B17	ENSG00000197888.2	0.750	3.040	-1.207	1.79e-3
HIST1H2BK	ENSG00000197903.7	106.042	36.820	1.501	4.03e-23
S100A6	ENSG00000197956.9	69.070	28.380	1.254	2.49e-12
RPL12	ENSG00000197958.12	922.752	451.379	1.030	9.95e-36
MPZL1	ENSG00000197965.11	21.410	8.445	1.247	1.17e-30
RPS4X	ENSG00000198034.10	486.365	194.576	1.317	6.51e-48
GRK6	ENSG00000198055.10	10.620	4.710	1.025	1.04e-47
PRIM1	ENSG00000198056.13	5.970	1.560	1.445	1.73e-42
RP11-347C12.1	ENSG00000198064.13	0.370	1.890	-1.077	4.93e-25
ZNF544	ENSG00000198131.13	9.530	3.565	1.206	2.66e-35
SULT1C2	ENSG00000198203.9	4.090	0.350	1.915	3.66e-19
RPL23A	ENSG00000198242.13	690.213	342.330	1.010	5.01e-38
UBL5	ENSG00000198258.10	409.522	183.329	1.155	1.28e-70
MT1F	ENSG00000198417.6	7.000	191.386	-4.588	6.81e-49
TXNRD1	ENSG00000198431.15	30.751	11.718	1.320	1.14e-22
FLVCR1-AS1	ENSG00000198468.7	2.930	0.710	1.201	1.73e-32
HLA-DRB5	ENSG00000198502.5	14.200	5.880	1.144	1.50e-5
ZNF28	ENSG00000198538.10	3.540	0.650	1.460	1.30e-20
PPIAP22	ENSG00000198618.5	165.466	34.006	2.250	9.13e-79
STK39	ENSG00000198648.10	2.720	0.525	1.286	7.44e-24
TAT	ENSG00000198650.10	98.250	345.525	-1.804	4.06e-16
LPA	ENSG00000198670.11	1.210	8.365	-2.083	6.63e-44
MT-CO2	ENSG00000198712.1	13276.616	27014.567	-1.025	1.28e-24
GLMP	ENSG00000198715.11	123.023	36.071	1.742	4.49e-67
MT-CYB	ENSG00000198727.2	6751.535	15334.037	-1.183	2.38e-28
F5	ENSG00000198734.10	206.614	92.446	1.152	8.08e-13
EPS8L3	ENSG00000198758.10	4.760	0.130	2.350	2.06e-30
MT-ND2	ENSG00000198763.3	6531.958	14680.362	-1.168	2.13e-23
MT-ND5	ENSG00000198786.2	1410.997	3065.910	-1.119	9.28e-17
SCAMP5	ENSG00000198794.11	3.870	0.690	1.527	2.60e-24
HMGN2	ENSG00000198830.10	225.736	103.877	1.112	3.38e-42
SELM	ENSG00000198832.10	33.981	12.185	1.408	9.10e-14
MT-ND3	ENSG00000198840.2	9254.247	19245.719	-1.056	5.56e-24
TSEN15	ENSG00000198860.11	11.540	5.170	1.023	1.19e-41
MT-ND4	ENSG00000198886.2	9684.084	23104.719	-1.254	1.08e-34
MT-ND1	ENSG00000198888.2	5574.782	11534.356	-1.049	3.52e-24
SHISA4	ENSG00000198892.6	11.060	3.830	1.320	1.95e-21
MT-ATP6	ENSG00000198899.2	11214.673	31942.729	-1.510	1.16e-41
PRC1	ENSG00000198901.13	10.680	1.120	2.462	3.32e-64
RPL39	ENSG00000198918.7	1924.809	846.930	1.183	1.93e-44
SOWAHA	ENSG00000198944.5	2.790	0.565	1.276	1.14e-34
MFAP3L	ENSG00000198948.11	1.980	7.005	-1.426	9.41e-28
TGM2	ENSG00000198959.11	49.931	107.727	-1.094	3.91e-12
RNU4-2	ENSG00000202538.1	13.670	5.598	1.153	5.34e-6
TATDN3	ENSG00000203705.10	7.830	3.265	1.050	3.12e-45
SAMD5	ENSG00000203727.3	0.480	2.470	-1.229	5.79e-26
SOX18	ENSG00000203883.6	4.610	1.780	1.013	5.70e-29
FAM127B	ENSG00000203950.6	33.109	15.435	1.053	8.59e-12
NEU4	ENSG00000204099.11	9.570	24.385	-1.264	4.71e-12
GGTA1P	ENSG00000204136.10	3.880	1.105	1.213	7.57e-28
PFDN6	ENSG00000204220.9	118.569	41.236	1.501	1.97e-73
HNRNPCP2	ENSG00000204253.4	7.960	0.895	2.241	1.00e-63
HLA-DMA	ENSG00000204257.14	37.320	12.255	1.532	1.92e-20
TAP2	ENSG00000204267.13	17.289	7.240	1.150	1.36e-20
HLA-DRA	ENSG00000204287.13	171.468	42.669	1.982	3.47e-16
FKBPL	ENSG00000204315.3	5.260	2.025	1.049	4.76e-60
NELFE	ENSG00000204356.11	58.618	14.750	1.920	4.92e-73
NEU1	ENSG00000204386.10	55.299	15.570	1.765	3.02e-68
LSM2	ENSG00000204392.10	38.869	13.895	1.420	2.80e-64
VARS	ENSG00000204394.12	36.521	13.985	1.324	3.20e-47
GPANK1	ENSG00000204438.10	16.020	6.145	1.252	4.25e-59
NFKBIL1	ENSG00000204498.10	18.870	8.680	1.038	1.09e-51
HLA-C	ENSG00000204525.14	499.658	223.828	1.155	7.73e-16
LRCOL1	ENSG00000204583.9	1.040	7.855	-2.118	2.13e-29
TRIM31	ENSG00000204616.10	2.550	0.295	1.455	7.90e-21
PPP1R11	ENSG00000204619.7	42.579	19.670	1.076	8.00e-46
GNB2L1	ENSG00000204628.11	891.937	427.994	1.058	4.11e-47
HLA-F	ENSG00000204642.13	95.709	30.939	1.598	5.53e-21
GABBR1	ENSG00000204681.10	0.680	2.665	-1.125	3.18e-12
ST8SIA6-AS1	ENSG00000204832.9	3.810	0.000	2.266	2.87e-27
FAM83A-AS1	ENSG00000204949.8	0.450	4.950	-2.037	2.15e-8
PRSS1	ENSG00000204983.12	0.000	1.170	-1.118	6.84e-25
PSENEN	ENSG00000205155.7	80.968	34.785	1.196	1.95e-59
PSMB10	ENSG00000205220.11	59.112	28.645	1.020	1.14e-29
KRT17P4	ENSG00000205312.8	0.050	1.340	-1.156	1.80e-35
MT1H	ENSG00000205358.3	2.160	332.670	-6.722	2.39e-61
MT1DP	ENSG00000205361.8	0.590	4.235	-1.719	2.76e-18
MT1A	ENSG00000205362.10	15.190	81.693	-2.353	1.74e-18
MT1M	ENSG00000205364.3	1.780	112.018	-5.345	8.93e-60
EXOC3L4	ENSG00000205436.7	17.590	43.365	-1.255	2.97e-16
SERF1B	ENSG00000205572.9	18.650	6.190	1.450	1.62e-60
HMGN1	ENSG00000205581.10	69.420	32.281	1.081	3.30e-36
LCMT1	ENSG00000205629.11	12.620	5.335	1.104	5.15e-53
SMIM11	ENSG00000205670.10	4.770	1.320	1.314	3.18e-14
FAM99B	ENSG00000205865.4	0.230	3.835	-1.975	1.97e-44
FAM99A	ENSG00000205866.3	1.100	37.310	-4.189	1.13e-52
HBA1	ENSG00000206172.8	10.000	98.975	-3.184	2.99e-47
HLA-H	ENSG00000206341.7	36.931	6.175	2.402	1.66e-34
HLA-A	ENSG00000206503.11	714.504	165.214	2.106	3.22e-46
IGKC	ENSG00000211592.6	145.713	295.005	-1.013	2.58e-3
IGLV1-51	ENSG00000211644.2	1.470	5.900	-1.482	1.29e-4
IGLV1-40	ENSG00000211653.2	1.330	6.649	-1.715	1.26e-3
IGLV3-25	ENSG00000211659.2	0.840	3.975	-1.435	9.68e-4
IGLV2-14	ENSG00000211666.2	2.140	11.483	-1.991	2.77e-6
IGLV2-11	ENSG00000211668.2	1.120	4.605	-1.403	9.43e-5
IGLC2	ENSG00000211677.2	39.769	93.769	-1.217	5.45e-3
IGLC3	ENSG00000211679.2	24.690	52.180	-1.050	1.49e-3
TRBC2	ENSG00000211772.8	11.130	5.035	1.007	3.92e-9
IGHA2	ENSG00000211890.3	2.830	10.167	-1.544	5.71e-12
IGHG4	ENSG00000211892.3	4.900	13.650	-1.312	2.88e-3
IGHG2	ENSG00000211893.3	10.090	28.674	-1.420	3.72e-4
IGHA1	ENSG00000211895.4	21.080	103.500	-2.243	3.01e-16
IGHM	ENSG00000211899.7	8.760	27.634	-1.553	1.81e-10
IGHV2-5	ENSG00000211937.3	0.230	1.725	-1.148	3.21e-4
IGHV3-15	ENSG00000211943.2	0.450	1.995	-1.046	6.26e-3
IGHV3-33	ENSG00000211955.2	0.740	2.745	-1.106	4.21e-3
IGHV5-51	ENSG00000211966.2	0.640	2.455	-1.075	1.92e-3
RPL15P3	ENSG00000212802.4	8.690	3.015	1.271	6.17e-38
MT-ND4L	ENSG00000212907.2	5341.391	15483.027	-1.535	6.04e-27
LPAL2	ENSG00000213071.10	1.310	6.390	-1.678	4.47e-39
RP11-641D5.1	ENSG00000213178.3	174.126	60.058	1.520	2.02e-49
SUPT4H1	ENSG00000213246.6	66.192	30.304	1.102	4.01e-58
GSTM2	ENSG00000213366.12	4.740	20.760	-1.923	4.67e-22
LCAT	ENSG00000213398.7	32.421	153.649	-2.210	2.18e-42
GBP7	ENSG00000213512.1	6.710	14.798	-1.035	7.89e-7
RPLP0P6	ENSG00000213553.4	13.890	4.415	1.459	7.08e-44
SLX1A-SULT1A3	ENSG00000213599.9	2.040	6.450	-1.293	6.72e-12
HEXA	ENSG00000213614.9	76.680	33.930	1.153	2.55e-44
SLC35F6	ENSG00000213699.8	16.660	7.180	1.110	4.73e-44
UGT2B11	ENSG00000213759.8	3.800	0.615	1.572	4.59e-20
UBD	ENSG00000213886.3	334.949	7.468	5.310	1.60e-66
LTB4R	ENSG00000213903.8	2.010	5.365	-1.080	3.40e-8
TAX1BP3	ENSG00000213977.7	26.981	11.990	1.107	2.37e-17
TSPAN4	ENSG00000214063.10	40.520	18.425	1.096	2.62e-21
LYRM4	ENSG00000214113.10	16.000	6.435	1.193	1.35e-52
PTMAP5	ENSG00000214182.5	2.790	0.765	1.103	9.23e-26
PLIN5	ENSG00000214456.8	18.750	68.379	-1.813	8.12e-20
RPL7P1	ENSG00000214485.6	20.549	5.000	1.845	1.49e-45
MEG3	ENSG00000214548.14	2.210	22.203	-2.854	6.21e-17
TOMM6	ENSG00000214736.7	230.017	86.413	1.402	1.25e-72
RP11-480I12.5	ENSG00000214796.8	3.390	0.955	1.167	3.16e-25
GOLGA8B	ENSG00000215252.11	7.700	19.393	-1.229	3.83e-3
GCGR	ENSG00000215644.9	4.470	57.661	-3.423	2.38e-39
TSTD1	ENSG00000215845.10	79.181	35.715	1.127	6.37e-20
IFI30	ENSG00000216490.3	140.769	51.639	1.429	1.31e-30
RPS2P55	ENSG00000216866.5	2.260	0.330	1.293	2.92e-51
RP11-475C16.1	ENSG00000218426.5	15.420	7.145	1.011	2.34e-28
FTH1P8	ENSG00000219507.4	9.880	1.330	2.223	4.15e-60
